,Site,Date,CO,NO2,NO2_caps,ozone,PM2.5_MO,PM2.5_FEM,RH,SO2,Temperature,Temperature_10_m,Wind_Direction_s,Wind_Direction_v,Wind_Speed_p,Wind_Speed_s,Ozone_8hr_avg,PM2.5_MO_24hr_avg,PM2.5_FEM_24hr_avg,CO_8hr_avg,PM2.5MO_SubIndex,PM2.5FEM_SubIndex,PM2.5_1hrMO_SubIndex,PM2.5_1hrFEM_SubIndex,03_SubIndex,CO_SubIndex,SO2_SubIndex,NO2_SubIndex,NO2_CAPS_SubIndex,AQI_calculated,Fremont Bridge Total,Fremont Bridge East Sidewalk,Fremont Bridge West Sidewalk,Spokane St. Bridge Total,West,East,precip_accum_one_hour_set_1,AQI_bucket_calculated,AQI_calculated_where,AQI_Cause
2276,Seattle 10th & Weller,2020-08-13,0.38432222222222223,10.15388888888889,,,9.083333333333334,,,,,63.958333333333336,143.41666666666666,,,3.795833333333333,27.817460317460316,,3.834201388888889,0.18640284722222222,0.0,15.975839120370372,37.31521220791607,0.0,25.756907701352148,2.118214172979798,0.0,7.18435534591195,0.0,26.833333333333332,3079.0,1280.0,1799.0,1307.0,631.0,676.0,0.0,Good,03_SubIndex,O3
2277,Seattle 10th & Weller,2020-08-14,0.384275,12.717916666666667,,,9.083333333333334,,,,,68.29166666666667,163.20833333333334,,,3.7458333333333336,25.02435064935065,,8.60625,0.29328333333333334,0.0,35.84622377205532,37.137875536480685,0.0,21.239803791887127,1.1109217171717172,0.0,11.998034591194967,0.0,36.708333333333336,3536.0,1774.0,1762.0,1317.0,657.0,660.0,0.0,Good,PM2.5FEM_SubIndex,PM2.5
2278,Seattle 10th & Weller,2020-08-15,0.3640521739130435,11.255217391304347,,,9.291666666666666,,,,,73.75,152.04166666666666,,,3.829166666666667,25.610119047619047,,5.523958333333333,0.15608836805555554,0.0,23.016493055555557,37.41654744873629,0.0,23.71307319223986,1.7737314551767673,0.0,10.17570754716981,0.0,29.875,3069.0,1406.0,1663.0,1306.0,646.0,660.0,0.0,Good,03_SubIndex,O3
2279,Seattle 10th & Weller,2020-08-16,0.5312695652173913,29.90826086956522,,,14.125,,,,,80.41666666666667,207.91666666666666,,,2.7416666666666667,21.004464285714285,,3.0296875,0.15768888888888885,0.0,12.623697916666666,53.3135133524082,0.0,19.44857804232804,1.7919191919191917,0.0,27.039701257861637,0.0,29.25,2375.0,1019.0,1356.0,1027.0,514.0,513.0,0.0,Good,NO2_SubIndex,NO2
2280,Seattle 10th & Weller,2020-08-17,0.37699166666666667,16.1825,,,7.041666666666667,,,,,76.58333333333333,203.70833333333334,,,4.220833333333333,,,7.182118055555556,0.1873529265873016,0.0,29.925491898148152,28.657755126371004,0.0,0.0,2.129010529401154,0.0,15.266509433962264,0.0,29.958333333333332,2459.0,992.0,1467.0,1140.0,564.0,576.0,0.0,Good,PM2.5FEM_SubIndex,PM2.5
2281,Seattle 10th & Weller,2020-08-18,0.29001739130434784,13.637500000000001,,,5.782608695652174,,,,,70.95833333333333,196.70833333333334,,,4.629166666666666,29.86441798941799,,4.726388888888889,0.166954935515873,0.0,19.693287037037038,23.090277777777775,0.0,20.73917915931805,1.8972151763167384,0.0,12.865566037735848,0.0,25.458333333333332,2891.0,1172.0,1719.0,1264.0,597.0,667.0,0.0,Good,03_SubIndex,O3
2282,Seattle 10th & Weller,2020-08-19,0.35298636363636365,17.1955,,,8.090909090909092,,,,,71.41666666666667,203.75,,,3.454166666666667,25.461309523809522,,5.331748188405797,0.16546386408730157,0.0,22.21561745169082,30.557045779685268,0.0,23.575286596119927,1.880271182810245,0.0,13.518474842767295,0.0,28.166666666666668,3123.0,1288.0,1835.0,1254.0,606.0,648.0,0.0,Good,03_SubIndex,O3
2283,Seattle 10th & Weller,2020-08-20,,13.243913043478262,,,4.791666666666667,,,,,71.16666666666667,202.375,,,5.116666666666666,29.077380952380953,,4.236594202898551,0.1610083333333333,0.0,17.65247584541063,19.96527777777778,0.0,26.923500881834215,1.8296401515151512,0.0,11.973663522012579,0.0,26.875,2400.0,1018.0,1382.0,1091.0,526.0,565.0,0.12,Good,03_SubIndex,O3
2284,Seattle 10th & Weller,2020-08-21,0.30060555555555557,12.361052631578946,,,4.181818181818182,,,,,68.08333333333333,192.66666666666666,,,7.308333333333334,32.8125,,4.5315972222222225,0.15441014384920634,0.0,18.881655092592595,15.972222222222223,0.0,30.381944444444446,1.7546607255591626,0.0,9.23191823899371,0.0,30.5,1780.0,720.0,1060.0,824.0,389.0,435.0,3.082333333,Good,03_SubIndex,O3
2285,Seattle 10th & Weller,2020-08-22,0.31330833333333336,6.855,,,6.083333333333333,,,,,65.79166666666667,170.125,,,4.658333333333333,28.519345238095237,,3.8988027989522553,0.1540998263888889,0.0,16.245011662301064,25.347222222222225,0.0,26.40680114638448,1.751134390782828,0.0,6.466981132075472,0.0,26.333333333333332,3325.0,1503.0,1822.0,1083.0,545.0,538.0,3.0999999999999996,Good,03_SubIndex,O3
2286,Seattle 10th & Weller,2020-08-23,0.3608708333333333,8.491249999999999,,,6.434782608695652,,,,,65.5,187.54166666666666,,,3.8249999999999997,29.419642857142858,,3.0084616545893716,0.14554947916666663,0.0,12.535256894122384,25.50816642823081,0.0,27.240410052910054,1.6539713541666663,0.0,8.01061320754717,0.0,27.25,3221.0,1458.0,1763.0,1266.0,624.0,642.0,0.0,Good,03_SubIndex,O3
2287,Seattle 10th & Weller,2020-08-24,0.4110695652173913,12.694347826086958,,,6.5,,,,,66.16666666666667,166.33333333333334,,,3.6833333333333336,22.044642857142858,,3.943161231884058,0.17065731646825397,0.0,16.429838466183575,21.87798044825942,0.0,20.411706349206348,1.9392876871392495,0.0,11.476808176100628,0.0,21.333333333333332,2707.0,1156.0,1551.0,1094.0,530.0,564.0,0.0,Good,03_SubIndex,O3
2288,Seattle 10th & Weller,2020-08-25,0.46590454545454546,13.35086956521739,,,7.625,,,,,66.625,184.25,,,3.704166666666667,30.2703373015873,,3.383275691699605,0.14792594246031746,0.0,14.096982048748353,31.677694325226515,0.0,28.028090094062318,1.6809766188672437,0.0,12.070361635220126,0.0,28.041666666666668,3097.0,1276.0,1821.0,1289.0,617.0,672.0,0.0,Good,03_SubIndex,O3
