"X","Site","Date","CO","NO2","NO2_caps","ozone","PM2.5_MO","PM2.5_FEM","RH","SO2","Temperature","Temperature_10_m","Wind_Direction_s","Wind_Direction_v","Wind_Speed_p","Wind_Speed_s","Ozone_8hr_avg","PM2.5_MO_24hr_avg","PM2.5_FEM_24hr_avg","CO_8hr_avg","PM2.5MO_SubIndex","PM2.5FEM_SubIndex","PM2.5_1hrMO_SubIndex","PM2.5_1hrFEM_SubIndex","X03_SubIndex","CO_SubIndex","SO2_SubIndex","NO2_SubIndex","NO2_CAPS_SubIndex","AQI_calculated","Fremont.Bridge.Total","Fremont.Bridge.East.Sidewalk","Fremont.Bridge.West.Sidewalk","Spokane.St..Bridge.Total","West","East","precip_accum_one_hour_set_1","AQI_bucket_calculated","AQI_calculated_where","AQI_Cause","mPM","mNO2","mWS","mWD","DOW","weekday","month","AQ_cat"
3830,"Seattle Beacon Hill",2013-12-31,NA,NA,NA,10,NA,6.31666666666667,94.6,NA,43.6,NA,NA,167.6,2.71333333333333,NA,NA,NA,7.65722222222222,0.462890833333333,0,31.9050925925926,0,21.0555555555556,0,5.2601231060606,0,0,0,31.9333333333333,NA,NA,NA,NA,NA,NA,0.68,"Good","PM2.5FEM_SubIndex","PM2.5",6.31666666666667,NA,2.71333333333333,NA,3,"Tue","%b","less"
3831,"Seattle Beacon Hill",2014-01-01,NA,NA,NA,10,NA,8.99166666666667,100,NA,40.3478260869565,NA,NA,141.913043478261,1.8695652173913,NA,NA,NA,6.00729166666667,0.389657291666667,0,25.0303819444444,0,36.7475113257034,0,4.42792376893939,0,0,0,25.0416666666667,914,498,416,246,121,125,0.03,"Good","PM2.5FEM_SubIndex","PM2.5",8.99166666666667,NA,1.8695652173913,NA,4,"Wed","%b","less"
3832,"Seattle Beacon Hill",2014-01-02,NA,NA,NA,15,NA,9.5,92.8333333333333,NA,44.625,NA,NA,162.458333333333,4.14583333333333,NA,NA,NA,6.20104166666667,0.372270833333333,0,25.8376736111111,0,37.5410556747735,0,4.23035037878788,0,0,0,25.75,1865,931,934,496,233,263,0.71,"Good","PM2.5FEM_SubIndex","PM2.5",9.5,NA,4.14583333333333,NA,5,"Thu","%b","less"
3833,"Seattle Beacon Hill",2014-01-03,NA,NA,NA,20.9090909090909,NA,4.5,88.875,NA,40.375,NA,NA,132.625,3.27916666666667,NA,NA,NA,7.94873188405797,0.410132242063492,0,33.1197161835749,0,18.75,0,4.66059365981241,0,0,0,33.0833333333333,2027,1079,948,510,238,272,3.653333334,"Good","PM2.5FEM_SubIndex","PM2.5",4.5,NA,3.27916666666667,NA,6,"Fri","%b","less"
3834,"Seattle Beacon Hill",2014-01-04,NA,NA,NA,13.3333333333333,NA,6.67916666666667,90.625,NA,37.0833333333333,NA,NA,96.0833333333333,2.87916666666667,NA,NA,NA,6.84085200030709,0.37218626984127,0,28.5035500012795,0,27.8298611111111,0,4.22938943001443,0,0,0,28.5,1172,657,515,420,190,230,0.82,"Good","PM2.5FEM_SubIndex","PM2.5",6.67916666666667,NA,2.87916666666667,NA,7,"Sat","%b","less"
3835,"Seattle Beacon Hill",2014-01-05,NA,NA,NA,10.9090909090909,NA,7.025,87.5416666666667,NA,35.9166666666667,NA,NA,60.6666666666667,3.15833333333333,NA,NA,NA,5.79671339911042,0.366528819444444,0,24.1529724962934,0,29.1771727467811,0,4.16510022095959,0,0,0,24.125,1151,665,486,289,144,145,0,"Good","PM2.5FEM_SubIndex","PM2.5",7.025,NA,3.15833333333333,NA,1,"Sun","%b","less"
3836,"Seattle Beacon Hill",2014-01-06,NA,NA,NA,10,NA,12.6291666666667,84.1666666666667,NA,37.75,NA,NA,144.125,3.07083333333333,NA,NA,NA,5.51631944444444,0.380664657738095,0,22.9846643518519,0,46.1672925608011,0,4.32573474702381,0,0,0,23.125,2304,1155,1149,583,277,306,0,"Good","PM2.5FEM_SubIndex","PM2.5",12.6291666666667,NA,3.07083333333333,NA,2,"Mon","%b","less"
3837,"Seattle Beacon Hill",2014-01-07,NA,NA,NA,10,NA,9.16666666666667,99.0416666666667,NA,42.2083333333333,NA,NA,163.208333333333,2.80416666666667,NA,NA,NA,4.96961805555555,0.28785,0,20.7067418981481,0,37.9665891750119,0,3.27102272727273,0,0,0,20.7083333333333,2082,1071,1011,541,250,291,6.22,"Good","PM2.5FEM_SubIndex","PM2.5",9.16666666666667,NA,2.80416666666667,NA,3,"Tue","%b","less"
3838,"Seattle Beacon Hill",2014-01-08,NA,NA,NA,20.6666666666667,NA,4.50833333333333,98.25,NA,45.875,NA,NA,165.25,4.875,NA,NA,NA,5.68923611111111,0.327374479166667,0,23.705150462963,0,18.7847222222222,0,3.72016453598485,0,0,0,23.7916666666667,1948,998,950,521,244,277,9.484333333,"Good","PM2.5FEM_SubIndex","PM2.5",4.50833333333333,NA,4.875,NA,4,"Wed","%b","less"
3839,"Seattle Beacon Hill",2014-01-09,NA,NA,NA,25.6521739130435,NA,4.17083333333333,90.875,NA,43.4166666666667,NA,NA,177.75,5.4625,NA,NA,NA,7.98506944444444,0.495783333333333,0,33.2711226851852,0,17.3784722222222,0,5.63390151515151,0,0,0,33.2916666666667,2120,1027,1093,543,249,294,5.241666667,"Good","PM2.5FEM_SubIndex","PM2.5",4.17083333333333,NA,5.4625,NA,5,"Thu","%b","less"
3840,"Seattle Beacon Hill",2014-01-10,NA,NA,NA,28.1818181818182,NA,4.14583333333333,90.5,NA,46.0833333333333,NA,NA,177.208333333333,7.3375,NA,NA,NA,8.77955643390426,0.442428918650794,0,36.5814851412678,0,17.2743055555556,0,5.02760134830447,0,0,0,36.5416666666667,1780,964,816,412,197,215,3.688333333,"Good","PM2.5FEM_SubIndex","PM2.5",4.14583333333333,NA,7.3375,NA,6,"Fri","%b","less"
3841,"Seattle Beacon Hill",2014-01-11,NA,NA,NA,37.3913043478261,NA,2.93913043478261,88.7083333333333,NA,45.9583333333333,NA,NA,197.458333333333,8.85833333333333,NA,NA,NA,9.44787549407115,0.513889439484127,0,39.3661478919631,0,11.7361111111111,0,5.83965272141053,0,0,0,39.375,423,235,188,86,38,48,24.770833334,"Good","PM2.5FEM_SubIndex","PM2.5",2.93913043478261,NA,8.85833333333333,NA,7,"Sat","%b","less"
3842,"Seattle Beacon Hill",2014-01-12,NA,NA,NA,36.6666666666667,NA,3.75416666666667,87.75,NA,45.875,NA,NA,199.291666666667,5.70416666666667,NA,NA,NA,9.55434027777778,0.490655208333333,0,39.8097511574074,0,15.6423611111111,0,5.57562736742424,0,0,0,39.875,655,370,285,106,50,56,2.48,"Good","PM2.5FEM_SubIndex","PM2.5",3.75416666666667,NA,5.70416666666667,NA,1,"Sun","%b","less"
3843,"Seattle Beacon Hill",2014-01-13,NA,NA,NA,32.1739130434783,NA,2.96521739130435,90.4583333333333,NA,48.9166666666667,NA,NA,190.166666666667,6.0625,NA,NA,NA,9.45798611111111,0.512040104166667,0,39.408275462963,0,11.8402777777778,0,5.81863754734848,0,0,0,39.4166666666667,2530,1279,1251,633,307,326,0,"Good","PM2.5FEM_SubIndex","PM2.5",2.96521739130435,NA,6.0625,NA,2,"Mon","%b","less"
3844,"Seattle Beacon Hill",2014-01-14,NA,NA,NA,20.8333333333333,NA,4.65416666666667,95.9583333333333,NA,47.5,NA,NA,194.958333333333,2.15416666666667,NA,NA,NA,6.59982638888889,0.347897916666667,0,27.4992766203704,0,19.3923611111111,0,3.95338541666667,0,0,0,27.5416666666667,2808,1419,1389,767,365,402,0.09,"Good","PM2.5FEM_SubIndex","PM2.5",4.65416666666667,NA,2.15416666666667,NA,3,"Tue","%b","less"
3845,"Seattle Beacon Hill",2014-01-15,NA,NA,NA,11.4285714285714,NA,8.28333333333333,94.0833333333333,NA,45.0416666666667,NA,NA,85.2083333333333,2.5,NA,NA,NA,5.50052083333333,0.298204166666667,0,22.9188368055556,0,34.5138888888889,0,3.38868371212121,0,0,0,22.9166666666667,2772,1400,1372,797,392,405,0,"Good","PM2.5FEM_SubIndex","PM2.5",8.28333333333333,NA,2.5,NA,4,"Wed","%b","less"
3846,"Seattle Beacon Hill",2014-01-16,NA,NA,NA,10,NA,6.10416666666667,99.7916666666667,NA,40.125,NA,NA,42.375,2.82916666666667,NA,NA,NA,5.76024305555555,0.258677083333333,0,24.0010127314815,0,25.4340277777778,0,2.93951231060606,0,0,0,23.9583333333333,2641,1351,1290,730,333,397,0,"Good","PM2.5FEM_SubIndex","PM2.5",6.10416666666667,NA,2.82916666666667,NA,5,"Thu","%b","less"
3847,"Seattle Beacon Hill",2014-01-17,NA,NA,NA,10,NA,6.05416666666667,99.625,NA,37.9166666666667,NA,NA,62.0416666666667,2.94583333333333,NA,NA,NA,9.19791666666667,0.30655625,0,38.3246527777778,0,24.9220612780162,0,3.48359375,0,0,0,38.25,2310,1218,1092,651,305,346,0,"Good","PM2.5FEM_SubIndex","PM2.5",6.05416666666667,NA,2.94583333333333,NA,6,"Fri","%b","less"
3848,"Seattle Beacon Hill",2014-01-18,NA,NA,NA,10,NA,9.80833333333333,96.5833333333333,NA,38.1666666666667,NA,NA,126.958333333333,2.7625,NA,NA,NA,7.75052083333333,0.383663601190476,0,32.2938368055556,0,39.6445815450644,0,4.35981364989177,0,0,0,32.2916666666667,1135,644,491,392,184,208,0,"Good","PM2.5FEM_SubIndex","PM2.5",9.80833333333333,NA,2.7625,NA,7,"Sat","%b","less"
3849,"Seattle Beacon Hill",2014-01-19,NA,NA,NA,10,NA,10.0291666666667,100,NA,37.875,NA,NA,66.25,2.725,NA,NA,NA,8.01961805555556,0.431148958333333,0,33.4150752314815,0,39.4259656652361,0,4.89941998106061,0,0,0,33.4166666666667,822,444,378,231,109,122,0,"Good","PM2.5FEM_SubIndex","PM2.5",10.0291666666667,NA,2.725,NA,1,"Sun","%b","less"
3850,"Seattle Beacon Hill",2014-01-20,NA,NA,NA,10,NA,13.15,91.4583333333333,NA,39.8333333333333,NA,NA,122.458333333333,2.925,NA,NA,NA,6.40989583333333,0.402651041666667,0,26.7078993055556,0,52.0126967095851,0,4.57558001893939,0,0,0,26.6666666666667,1874,949,925,546,267,279,0,"Good","PM2.5FEM_SubIndex","PM2.5",13.15,NA,2.925,NA,2,"Mon","%b","less"
3851,"Seattle Beacon Hill",2014-01-21,NA,NA,NA,10,NA,15.1666666666667,93.2916666666667,NA,40,NA,NA,140.708333333333,2.24166666666667,NA,NA,NA,5.18680555555556,0.377588020833333,0,21.6116898148148,0,54.9862899380067,0,4.29077296401515,0,0,0,21.625,2680,1352,1328,750,356,394,0,"Good","PM2.5FEM_SubIndex","PM2.5",15.1666666666667,NA,2.24166666666667,NA,3,"Tue","%b","less"
3852,"Seattle Beacon Hill",2014-01-22,NA,NA,NA,10.8333333333333,NA,11.6166666666667,94.8333333333333,NA,43.375,NA,NA,98.6666666666667,3.09583333333333,NA,NA,NA,6.24461805555555,0.446175,0,26.0192418981481,0,46.2599845016691,0,5.07017045454545,0,0,0,26,2692,1381,1311,752,374,378,0.6,"Good","PM2.5FEM_SubIndex","PM2.5",11.6166666666667,NA,3.09583333333333,NA,4,"Wed","%b","less"
3853,"Seattle Beacon Hill",2014-01-23,NA,NA,NA,10,NA,11.8041666666667,90,NA,41.8333333333333,NA,NA,32.2916666666667,4.7375,NA,NA,NA,5.52604166666667,0.386119270833333,0,23.0251736111111,0,47.5864329995231,0,4.38771898674242,0,0,0,23.0416666666667,2649,1347,1302,782,366,416,0,"Good","PM2.5FEM_SubIndex","PM2.5",11.8041666666667,NA,4.7375,NA,5,"Thu","%b","less"
3854,"Seattle Beacon Hill",2014-01-24,NA,NA,NA,10,NA,10.7583333333333,92.8333333333333,NA,40.75,NA,NA,206.75,2.78333333333333,NA,NA,NA,5.91853109903382,0.390224479166667,0,24.6605462459742,0,43.6950107296137,0,4.43436908143939,0,0,0,24.5833333333333,2521,1333,1188,686,324,362,0,"Good","PM2.5FEM_SubIndex","PM2.5",10.7583333333333,NA,2.78333333333333,NA,6,"Fri","%b","less"
3855,"Seattle Beacon Hill",2014-01-25,NA,NA,NA,10,NA,15.9416666666667,90.0833333333333,NA,40.125,NA,NA,138.5,1.70416666666667,NA,NA,NA,6.17092391304348,0.445161999007936,0,25.7121829710145,0,57.1530013113972,0,5.05865907963564,0,0,0,25.7083333333333,1441,800,641,457,213,244,0,"Good","PM2.5FEM_SubIndex","PM2.5",15.9416666666667,NA,1.70416666666667,NA,7,"Sat","%b","less"
3856,"Seattle Beacon Hill",2014-01-26,NA,NA,NA,10,NA,13.9583333333333,98.5416666666667,NA,37,NA,NA,213.791666666667,2.78333333333333,NA,NA,NA,6.10340428743961,0.335817708333333,0,25.4308511976651,0,52.535914401526,0,3.8161103219697,0,0,0,25.4166666666667,1429,748,681,371,189,182,0,"Good","PM2.5FEM_SubIndex","PM2.5",13.9583333333333,NA,2.78333333333333,NA,1,"Sun","%b","less"
3857,"Seattle Beacon Hill",2014-01-27,NA,NA,NA,10,NA,15.48,95.0833333333333,NA,38.2083333333333,NA,NA,156.541666666667,1.90833333333333,NA,NA,NA,6.91284722222222,0.387616666666667,0,28.8035300925926,0,45.1571441344778,0,4.40473484848485,0,0,0,28.875,2499,1255,1244,655,319,336,0,"Good","PM2.5FEM_SubIndex","PM2.5",15.48,NA,1.90833333333333,NA,2,"Mon","%b","less"
3858,"Seattle Beacon Hill",2014-01-28,NA,NA,NA,NA,NA,12.3666666666667,85.9166666666667,NA,44.7916666666667,NA,NA,133.25,1.99166666666667,NA,NA,NA,7.58697916666667,0.4173921875,0,31.6124131944444,0,47.0758822126848,0,4.74309303977273,0,0,0,31.625,2466,1254,1212,646,310,336,0.06,"Good","PM2.5FEM_SubIndex","PM2.5",12.3666666666667,NA,1.99166666666667,NA,3,"Tue","%b","less"
3859,"Seattle Beacon Hill",2014-01-29,NA,NA,NA,12.8571428571429,NA,3.31666666666667,99.625,NA,44.875,NA,NA,175.291666666667,4.36666666666667,NA,NA,NA,8.20954861111111,0.460107291666667,0,34.2064525462963,0,13.8194444444444,0,5.22849195075757,0,0,0,34.2916666666667,1899,998,901,502,236,266,22.314166667,"Good","PM2.5FEM_SubIndex","PM2.5",3.31666666666667,NA,4.36666666666667,NA,4,"Wed","%b","less"
3860,"Seattle Beacon Hill",2014-01-30,NA,NA,NA,30,NA,2.84166666666667,86.0416666666667,NA,42.9583333333333,NA,NA,192,5.74583333333333,NA,NA,NA,8.97326388888889,0.445278645833333,0,37.388599537037,0,11.8402777777778,0,5.05998461174242,0,0,0,37.4166666666667,2229,1104,1125,599,294,305,4.78,"Good","PM2.5FEM_SubIndex","PM2.5",2.84166666666667,NA,5.74583333333333,NA,5,"Thu","%b","less"
3861,"Seattle Beacon Hill",2014-01-31,NA,NA,NA,17.3913043478261,NA,3.1,85.9166666666667,NA,40.4583333333333,NA,NA,152.791666666667,3.22083333333333,NA,NA,NA,6.16163194444444,0.429624479166667,0,25.6734664351852,0,12.9166666666667,0,4.88209635416667,0,0,0,25.7083333333333,2035,1048,987,549,253,296,2.071666667,"Good","PM2.5FEM_SubIndex","PM2.5",3.1,NA,3.22083333333333,NA,6,"Fri","%b","less"
3862,"Seattle Beacon Hill",2014-02-01,NA,NA,NA,10,NA,8.5375,94.1666666666667,NA,39.0416666666667,NA,NA,77.0416666666667,2.32916666666667,NA,NA,NA,6.02760416666667,0.481448373015873,0,25.1150173611111,0,35.1587833810205,0,5.47100423881674,0,0,0,25.25,1134,650,484,388,201,187,1.335,"Good","PM2.5FEM_SubIndex","PM2.5",8.5375,NA,2.32916666666667,NA,7,"Sat","%b","less"
3863,"Seattle Beacon Hill",2014-02-02,NA,NA,NA,NA,NA,5.2375,82.7083333333333,NA,37,NA,NA,188.458333333333,5.29583333333333,NA,NA,NA,6.26961805555556,0.374438020833333,0,26.1234085648148,0,21.8229166666667,0,4.2549775094697,0,0,0,26.0833333333333,1095,600,495,296,148,148,0,"Good","PM2.5FEM_SubIndex","PM2.5",5.2375,NA,5.29583333333333,NA,1,"Sun","%b","less"
3864,"Seattle Beacon Hill",2014-02-03,NA,NA,NA,NA,NA,2.20833333333333,55.4166666666667,NA,34.5416666666667,NA,NA,269.625,8.0125,NA,NA,NA,7.27552083333333,0.373006349206349,0,30.3146701388889,0,9.20138888888889,0,4.23870851370851,0,0,0,30.4166666666667,2290,1138,1152,624,304,320,0,"Good","PM2.5FEM_SubIndex","PM2.5",2.20833333333333,NA,8.0125,NA,2,"Mon","%b","less"
3865,"Seattle Beacon Hill",2014-02-04,NA,NA,NA,26.6666666666667,NA,3.43333333333333,56.75,NA,31.125,NA,NA,58.6666666666667,3.95416666666667,NA,NA,NA,6.33923611111111,0.390946354166667,0,26.4134837962963,0,14.3055555555556,0,4.44257220643939,0,0,0,26.375,2091,1042,1049,563,275,288,0,"Good","PM2.5FEM_SubIndex","PM2.5",3.43333333333333,NA,3.95416666666667,NA,3,"Tue","%b","less"
3866,"Seattle Beacon Hill",2014-02-05,NA,NA,NA,36.25,NA,1.9,38.25,NA,24.4166666666667,NA,NA,107.333333333333,4.37916666666667,NA,NA,NA,5.2953125,0.32603125,0,22.0638020833333,0,7.91666666666667,0,3.70490056818182,0,0,0,22.0833333333333,2588,1257,1331,813,383,430,0,"Good","PM2.5FEM_SubIndex","PM2.5",1.9,NA,4.37916666666667,NA,4,"Wed","%b","less"
3867,"Seattle Beacon Hill",2014-02-06,NA,NA,NA,34.2857142857143,NA,2.025,40.7083333333333,NA,24.125,NA,NA,122.875,3.05,NA,NA,NA,7.70486111111111,0.444630729166667,0,32.103587962963,0,8.4375,0,5.05262192234848,0,0,0,32.1666666666667,1562,807,755,399,191,208,0,"Good","PM2.5FEM_SubIndex","PM2.5",2.025,NA,3.05,NA,5,"Thu","%b","less"
3868,"Seattle Beacon Hill",2014-02-07,NA,NA,NA,27.0833333333333,NA,4.79166666666667,63.375,NA,28.375,NA,NA,82,4.57083333333333,NA,NA,NA,9.66035833882301,0.446628695436508,0,40.2514930784292,0,19.9652777777778,0,5.07532608450577,0,0,0,40.2083333333333,1572,822,750,363,162,201,0.06,"Good","PM2.5FEM_SubIndex","PM2.5",4.79166666666667,NA,4.57083333333333,NA,6,"Fri","%b","less"
3869,"Seattle Beacon Hill",2014-02-08,NA,NA,NA,31.7391304347826,NA,3.3,66.4166666666667,NA,32.3333333333333,NA,NA,87.8333333333333,4,NA,NA,NA,11.5837580972771,0.568179236111111,0,48.0921141869612,0,13.75,0,6.45658222853535,0,0,0,48.1666666666667,795,440,355,180,86,94,0.03,"Good","PM2.5FEM_SubIndex","PM2.5",3.3,NA,4,NA,7,"Sat","%b","less"
3870,"Seattle Beacon Hill",2014-02-09,NA,NA,NA,23.4782608695652,NA,5.06666666666667,97.4166666666667,NA,32.9166666666667,NA,NA,94.4166666666667,2.6375,NA,NA,NA,10.2416666666667,0.4978875,0,42.6736111111111,0,20.8995737958989,0,5.6578125,0,0,0,42.75,221,105,116,19,9,10,4.663333333,"Good","PM2.5FEM_SubIndex","PM2.5",5.06666666666667,NA,2.6375,NA,1,"Sun","%b","less"
3871,"Seattle Beacon Hill",2014-02-10,NA,NA,NA,23.6842105263158,NA,4.9625,97.2083333333333,NA,41.625,NA,NA,165.25,5.85416666666667,NA,NA,NA,11.3597222222222,0.5000046875,0,47.3321759259259,0,20.6770833333333,0,5.68187144886364,0,0,0,47.25,1428,727,701,357,166,191,13.26,"Good","PM2.5FEM_SubIndex","PM2.5",4.9625,NA,5.85416666666667,NA,2,"Mon","%b","less"
3872,"Seattle Beacon Hill",2014-02-11,NA,NA,NA,21.6666666666667,NA,3.73333333333333,92,NA,46.2083333333333,NA,NA,162.333333333333,4.67916666666667,NA,NA,NA,8.84878472222222,0.339589583333333,0,36.8699363425926,0,15.5555555555556,0,3.85897253787879,0,0,0,36.9583333333333,2024,1031,993,534,256,278,3.170833333,"Good","PM2.5FEM_SubIndex","PM2.5",3.73333333333333,NA,4.67916666666667,NA,3,"Tue","%b","less"
3873,"Seattle Beacon Hill",2014-02-12,NA,NA,NA,34.3478260869565,NA,2.6625,79.7083333333333,NA,48.25,NA,NA,184.75,6.74166666666667,NA,NA,NA,7.66302083333333,0.353299479166667,0,31.9292534722222,0,11.09375,0,4.01476680871212,0,0,0,31.9166666666667,2139,1056,1083,568,267,301,15.025,"Good","PM2.5FEM_SubIndex","PM2.5",2.6625,NA,6.74166666666667,NA,4,"Wed","%b","less"
3874,"Seattle Beacon Hill",2014-02-13,NA,NA,NA,33.3333333333333,NA,4.5125,74,NA,47.875,NA,NA,191.166666666667,7.02083333333333,NA,NA,NA,9.53229166666667,0.486921354166667,0,39.7178819444444,0,18.8020833333333,0,5.53319720643939,0,0,0,39.6666666666667,2389,1211,1178,648,312,336,4.371666667,"Good","PM2.5FEM_SubIndex","PM2.5",4.5125,NA,7.02083333333333,NA,5,"Thu","%b","less"
3875,"Seattle Beacon Hill",2014-02-14,NA,NA,NA,32.6086956521739,NA,4.265,85.875,NA,46.2916666666667,NA,NA,178.166666666667,6.3125,NA,NA,NA,8.4078125,0.339465625,0,35.0325520833333,0,14.8090277777778,0,3.85756392045454,0,0,0,35.0833333333333,1786,906,880,417,198,219,8.913333333,"Good","PM2.5FEM_SubIndex","PM2.5",4.265,NA,6.3125,NA,6,"Fri","%b","less"
3876,"Seattle Beacon Hill",2014-02-15,NA,NA,NA,25.6521739130435,NA,3.11818181818182,91.2083333333333,NA,42.1666666666667,NA,NA,122.5,5.99583333333333,NA,NA,NA,7.31614583333333,0.354860079365079,0,30.4839409722222,0,11.9097222222222,0,4.0325009018759,0,0,0,30.4583333333333,658,364,294,190,98,92,5.88,"Good","PM2.5FEM_SubIndex","PM2.5",3.11818181818182,NA,5.99583333333333,NA,7,"Sat","%b","less"
3877,"Seattle Beacon Hill",2014-02-16,NA,NA,NA,38.2608695652174,NA,1.65833333333333,85.5,NA,41.7916666666667,NA,NA,187.541666666667,7.68333333333333,NA,NA,NA,8.78958333333333,0.383671875,0,36.6232638888889,0,6.90972222222222,0,4.35990767045454,0,0,0,36.5416666666667,485,274,211,93,40,53,7.73,"Good","PM2.5FEM_SubIndex","PM2.5",1.65833333333333,NA,7.68333333333333,NA,1,"Sun","%b","less"
3878,"Seattle Beacon Hill",2014-02-17,NA,NA,NA,32.9166666666667,NA,2.25909090909091,90.875,NA,41.625,NA,NA,184.791666666667,7.2,NA,NA,NA,8.51041666666667,0.416246354166667,0,35.4600694444444,0,8.62847222222222,0,4.73007220643939,0,0,0,35.4583333333333,1028,495,533,242,116,126,35.526666667,"Good","PM2.5FEM_SubIndex","PM2.5",2.25909090909091,NA,7.2,NA,2,"Mon","%b","less"
3879,"Seattle Beacon Hill",2014-02-18,NA,NA,NA,31.7391304347826,NA,2.5375,89.7916666666667,NA,42.5,NA,NA,179.208333333333,7.0875,NA,NA,NA,8.18454861111111,0.353519791666667,0,34.1022858796296,0,10.5729166666667,0,4.01727035984848,0,0,0,34.1666666666667,1525,749,776,426,204,222,14.713333333,"Good","PM2.5FEM_SubIndex","PM2.5",2.5375,NA,7.0875,NA,3,"Tue","%b","less"
3880,"Seattle Beacon Hill",2014-02-19,NA,NA,NA,30.8333333333333,NA,2.0304347826087,82.3333333333333,NA,40.9166666666667,NA,NA,196.25,5.71666666666667,NA,NA,NA,7.24774305555556,0.378797395833333,0,30.1989293981481,0,8.10763888888889,0,4.30451586174242,0,0,0,30.2083333333333,2167,1092,1075,598,292,306,0.413333333,"Good","PM2.5FEM_SubIndex","PM2.5",2.0304347826087,NA,5.71666666666667,NA,4,"Wed","%b","less"
3881,"Seattle Beacon Hill",2014-02-20,NA,NA,NA,30.8695652173913,NA,3.15416666666667,81.4583333333333,NA,44.2083333333333,NA,NA,209.333333333333,6.47916666666667,NA,NA,NA,6.43680555555556,0.449263020833333,0,26.8200231481481,0,13.1423611111111,0,5.10526160037879,0,0,0,26.8333333333333,2214,1120,1094,549,267,282,3.11,"Good","PM2.5FEM_SubIndex","PM2.5",3.15416666666667,NA,6.47916666666667,NA,5,"Thu","%b","less"
3882,"Seattle Beacon Hill",2014-02-21,NA,NA,NA,22.9166666666667,NA,3.44583333333333,91.2916666666667,NA,39.0416666666667,NA,NA,130.041666666667,2.56666666666667,NA,NA,NA,7.30902777777778,0.408919791666667,0,30.4542824074074,0,14.3576388888889,0,4.64681581439394,0,0,0,30.375,1889,929,960,476,228,248,1.845,"Good","PM2.5FEM_SubIndex","PM2.5",3.44583333333333,NA,2.56666666666667,NA,6,"Fri","%b","less"
3883,"Seattle Beacon Hill",2014-02-22,NA,NA,NA,20,NA,5.17083333333333,95.2083333333333,NA,37.3333333333333,NA,NA,155.375,3.54583333333333,NA,NA,NA,7.20200785024155,0.495285813492063,0,30.0083660426731,0,21.5451388888889,0,5.62824788059163,0,0,0,30,624,343,281,168,84,84,1.51,"Good","PM2.5FEM_SubIndex","PM2.5",5.17083333333333,NA,3.54583333333333,NA,7,"Sat","%b","less"
3884,"Seattle Beacon Hill",2014-02-23,NA,NA,NA,14.5833333333333,NA,4.65833333333333,90.1666666666667,NA,39.8333333333333,NA,NA,191.625,3.24583333333333,NA,NA,NA,8.21714975845411,0.389209895833333,0,34.2381239935588,0,19.4097222222222,0,4.42283972537879,0,0,0,34.25,691,381,310,219,101,118,2.696666667,"Good","PM2.5FEM_SubIndex","PM2.5",4.65833333333333,NA,3.24583333333333,NA,1,"Sun","%b","less"
3885,"Seattle Beacon Hill",2014-02-24,NA,NA,NA,13.75,NA,4.2625,100,NA,38.3333333333333,NA,NA,329.583333333333,4.25,NA,NA,NA,9.37447916666667,0.460816666666667,0,39.0603298611111,0,17.7604166666667,0,5.23655303030303,0,0,0,39.0416666666667,1557,804,753,465,226,239,14.4,"Good","PM2.5FEM_SubIndex","PM2.5",4.2625,NA,4.25,NA,2,"Mon","%b","less"
3887,"Seattle Beacon Hill",2014-02-26,NA,NA,NA,15.5555555555556,NA,6.71666666666667,72,NA,45.875,NA,NA,259.333333333333,3.425,NA,NA,NA,9.84270833333333,0.364303645833333,0,40.3500101831982,0,27.9861111111111,0,4.13981415719697,0,0,0,40.25,2960,1510,1450,840,403,437,0,"Good","PM2.5FEM_SubIndex","PM2.5",6.71666666666667,NA,3.425,NA,4,"Wed","%b","less"
3888,"Seattle Beacon Hill",2014-02-27,NA,NA,NA,10,NA,8.29,75.25,NA,46,NA,NA,186.041666666667,2.76666666666667,NA,NA,NA,6.59982638888889,0.359619246031746,0,27.4992766203704,0,28.7847222222222,0,4.08658234126984,0,0,0,27.4166666666667,2721,1444,1277,759,373,386,0,"Good","PM2.5FEM_SubIndex","PM2.5",8.29,NA,2.76666666666667,NA,5,"Thu","%b","less"
3889,"Seattle Beacon Hill",2014-02-28,NA,NA,NA,28.75,NA,6.4625,69.4583333333333,NA,46.5,NA,NA,145.458333333333,6.0375,NA,NA,NA,9.359375,0.448939583333333,0,38.9973958333333,0,26.8928826895565,0,5.10158617424242,0,0,0,38.9583333333333,2829,1468,1361,727,332,395,0,"Good","PM2.5FEM_SubIndex","PM2.5",6.4625,NA,6.0375,NA,6,"Fri","%b","less"
3890,"Seattle Beacon Hill",2014-03-01,NA,NA,NA,32.0833333333333,NA,3.4125,65,NA,39.875,NA,NA,82.125,5.55416666666667,NA,NA,NA,9.40625,0.413689032738095,0,39.1927083333333,0,14.21875,0,4.70101173566017,0,0,0,39.2083333333333,989,588,401,287,146,141,0.65,"Good","PM2.5FEM_SubIndex","PM2.5",3.4125,NA,5.55416666666667,NA,7,"Sat","%b","less"
