,Site,Date,CO,NO2,NO2_caps,ozone,PM2.5_MO,PM2.5_FEM,RH,SO2,Temperature,Temperature_10_m,Wind_Direction_s,Wind_Direction_v,Wind_Speed_p,Wind_Speed_s,DOY,Ozone_8hr_avg,PM2.5_MO_24hr_avg,PM2.5_FEM_24hr_avg,CO_8hr_avg,PM2.5MO_SubIndex,PM2.5FEM_SubIndex,PM2.5_1hrMO_SubIndex,PM2.5_1hrFEM_SubIndex,03_SubIndex,CO_SubIndex,SO2_SubIndex,NO2_SubIndex,NO2_CAPS_SubIndex,AQI_calculated,AQI_calculated_where,AQI_Cause,AQI_bucket_calculated
6910,Seattle 10th & Weller,2021-10-13 20:00:00,0.44889999999999997,19.0,,,11.0,,,,,50.0,188.0,,,5.5,2021-10-13,25.0,128.66666666666666,,,188.5493501931858,0.0,45.833333333333336,0.0,23.14814814814815,0.0,0.0,17.92452830188679,0.0,189.0,PM2.5MO_SubIndex,PM2.5,Moderate
6911,Seattle 10th & Weller,2021-10-13 21:00:00,0.38630000000000003,11.9,,,8.0,,,,,49.0,172.0,,,4.4,2021-10-13,22.5,131.54166666666666,,,190.06410256410257,0.0,33.333333333333336,0.0,20.833333333333332,0.0,0.0,11.226415094339623,0.0,190.0,PM2.5MO_SubIndex,PM2.5,Moderate
82981,Seattle Beacon Hill,2021-10-13 21:00:00,0.2152,,14.11,20.0,6.0,,90.0,0.3,,49.0,147.0,,,,2021-10-13,20.0,134.625,,,191.6886195995785,0.0,25.0,0.0,18.51851851851852,0.0,0.42857142857142855,0.0,13.31132075471698,192.0,PM2.5MO_SubIndex,PM2.5,Moderate
6912,Seattle 10th & Weller,2021-10-13 22:00:00,0.3339,14.4,,,6.0,,,,,48.0,165.0,,,4.1,2021-10-13,17.5,137.25,,,193.07165437302424,0.0,25.0,0.0,16.203703703703702,0.0,0.0,13.584905660377359,0.0,193.0,PM2.5MO_SubIndex,PM2.5,Moderate
82982,Seattle Beacon Hill,2021-10-13 22:00:00,0.2509,,16.21,20.0,5.0,,93.0,0.3,,48.0,150.0,,,,2021-10-13,15.0,139.70833333333334,,,194.36687741482262,0.0,20.833333333333336,0.0,13.88888888888889,0.0,0.42857142857142855,0.0,15.29245283018868,194.0,PM2.5MO_SubIndex,PM2.5,Moderate
82983,Seattle Beacon Hill,2021-10-13 23:00:00,0.2312,,10.02,20.0,9.0,,94.0,0.3,,48.0,128.0,,,,2021-10-13,12.5,142.0,,1.1403375,195.57428872497366,0.0,37.5,0.0,11.574074074074074,12.958380681818182,0.42857142857142855,0.0,9.452830188679245,196.0,PM2.5MO_SubIndex,PM2.5,Moderate
6913,Seattle 10th & Weller,2021-10-13 23:00:00,0.2093,10.5,,,8.0,,,,,48.0,121.0,,,4.1,2021-10-13,11.25,143.41666666666666,,1.11745,196.3206884439761,0.0,33.333333333333336,0.0,10.416666666666666,12.698295454545455,0.0,9.90566037735849,0.0,196.0,PM2.5MO_SubIndex,PM2.5,Moderate
7114,Seattle 10th & Weller,2021-10-14 00:00:00,0.2097,6.3,,,7.0,,,,,48.0,127.0,,,3.6,2021-10-14,10.0,144.91666666666666,,1.0987375000000001,197.11099402880225,0.0,29.166666666666668,0.0,9.25925925925926,12.48565340909091,0.0,5.943396226415095,0.0,197.0,PM2.5MO_SubIndex,PM2.5,Moderate
83232,Seattle Beacon Hill,2021-10-14 00:00:00,0.1955,,7.83,20.0,9.0,,95.0,0.3,,47.0,135.0,,,,2021-10-14,10.0,146.25,,1.0894125,197.81348788198102,0.0,37.5,0.0,9.25925925925926,12.3796875,0.42857142857142855,0.0,7.386792452830189,198.0,PM2.5MO_SubIndex,PM2.5,Moderate
83243,Seattle Beacon Hill,2021-10-14 01:00:00,0.1697,,6.9,20.0,5.0,,91.0,0.3,,48.0,126.0,,,,2021-10-14,10.0,147.08333333333334,,1.0865624999999999,198.2525465402178,0.0,20.833333333333336,0.0,9.25925925925926,12.347301136363635,0.42857142857142855,0.0,6.5094339622641515,198.0,PM2.5MO_SubIndex,PM2.5,Moderate
7125,Seattle 10th & Weller,2021-10-14 01:00:00,0.1809,9.8,,,6.0,,,,,48.0,118.0,,,2.5,2021-10-14,10.0,146.66666666666666,,1.0882625,198.0330172110994,0.0,25.0,0.0,9.25925925925926,12.366619318181817,0.0,9.245283018867925,0.0,198.0,PM2.5MO_SubIndex,PM2.5,Moderate
7130,Seattle 10th & Weller,2021-10-14 02:00:00,0.18159999999999998,7.1,,,3.0,,,,,48.0,123.0,,,2.3,2021-10-14,10.0,145.16666666666666,,1.1057625,197.24271162627326,0.0,12.5,0.0,9.25925925925926,12.565482954545454,0.0,6.69811320754717,0.0,197.0,PM2.5MO_SubIndex,PM2.5,Moderate
83248,Seattle Beacon Hill,2021-10-14 02:00:00,0.15719999999999998,,8.27,,4.0,,88.0,0.3,,48.0,136.0,,,,2021-10-14,10.0,143.75,,1.1297,196.4963119072708,0.0,16.666666666666668,0.0,9.25925925925926,12.837499999999999,0.42857142857142855,0.0,7.80188679245283,196.0,PM2.5MO_SubIndex,PM2.5,Moderate
83249,Seattle Beacon Hill,2021-10-14 03:00:00,0.1555,,4.47,20.0,3.0,,94.0,0.2,,47.0,126.0,,,,2021-10-14,10.0,142.95833333333334,,1.1601125,196.07920618194592,0.0,12.5,0.0,9.25925925925926,13.183096590909091,0.28571428571428575,0.0,4.216981132075471,196.0,PM2.5MO_SubIndex,PM2.5,Moderate
7131,Seattle 10th & Weller,2021-10-14 03:00:00,,,,,2.0,,,,,47.0,131.0,,,2.7,2021-10-14,,142.5,,1.1912875,195.8377239199157,0.0,8.333333333333334,0.0,0.0,13.537357954545454,0.0,0.0,0.0,196.0,PM2.5MO_SubIndex,PM2.5,Moderate
7132,Seattle 10th & Weller,2021-10-14 04:00:00,0.1782,6.1,,,3.0,,,,,47.0,82.0,,,1.5,2021-10-14,,142.29166666666666,,1.215875,195.7279592553565,0.0,12.5,0.0,0.0,13.816761363636363,0.0,5.754716981132075,0.0,196.0,PM2.5MO_SubIndex,PM2.5,Moderate
83250,Seattle Beacon Hill,2021-10-14 04:00:00,0.1385,,2.38,20.0,,,99.0,0.2,,47.0,116.0,,,,2021-10-14,,142.25,,1.2343625,195.7060063224447,0.0,0.0,0.0,0.0,14.026846590909091,0.28571428571428575,0.0,2.2452830188679243,196.0,PM2.5MO_SubIndex,PM2.5,Moderate
7133,Seattle 10th & Weller,2021-10-14 05:00:00,0.18969999999999998,10.9,,,2.0,,,,,47.0,111.0,,,2.5,2021-10-14,,142.29166666666666,,1.250475,195.7279592553565,0.0,8.333333333333334,0.0,0.0,14.209943181818181,0.0,10.283018867924529,0.0,196.0,PM2.5MO_SubIndex,PM2.5,Moderate
83251,Seattle Beacon Hill,2021-10-14 05:00:00,0.1424,,2.71,20.0,,,100.0,0.2,,47.0,113.0,,,,2021-10-14,,143.29166666666666,,1.2627875,196.2548296452406,0.0,0.0,0.0,0.0,14.349857954545454,0.28571428571428575,0.0,2.556603773584906,196.0,PM2.5MO_SubIndex,PM2.5,Moderate
7134,Seattle 10th & Weller,2021-10-14 06:00:00,0.1844,8.2,,,1.0,,,,,48.0,132.0,,,4.6,2021-10-14,,143.125,,1.2708625,196.16701791359327,0.0,4.166666666666667,0.0,0.0,14.441619318181818,0.0,7.735849056603773,0.0,196.0,PM2.5MO_SubIndex,PM2.5,Moderate
83252,Seattle Beacon Hill,2021-10-14 06:00:00,0.1784,,6.68,20.0,1.0,,100.0,0.3,,47.0,127.0,,,,2021-10-14,,142.04166666666666,,1.2716375,195.59624165788549,0.0,4.166666666666667,0.0,0.0,14.450426136363635,0.42857142857142855,0.0,6.30188679245283,196.0,PM2.5MO_SubIndex,PM2.5,Moderate
7135,Seattle 10th & Weller,2021-10-14 07:00:00,0.2329,13.7,,,,,,,,48.0,136.0,,,2.8,2021-10-14,,141.125,,1.27365,195.11327713382508,0.0,0.0,0.0,0.0,14.473295454545454,0.0,12.924528301886792,0.0,195.0,PM2.5MO_SubIndex,PM2.5,Moderate
83253,Seattle Beacon Hill,2021-10-14 07:00:00,0.2082,,12.72,10.0,4.0,,100.0,0.3,,48.0,133.0,,,,2021-10-14,,140.83333333333334,,1.2785625,194.95960660344224,0.0,16.666666666666668,0.0,0.0,14.529119318181818,0.42857142857142855,0.0,12.0,195.0,PM2.5MO_SubIndex,PM2.5,Moderate
83254,Seattle Beacon Hill,2021-10-14 08:00:00,0.2928,,22.0,,6.0,,99.0,0.5,,49.0,138.0,,,,2021-10-14,,140.70833333333334,,1.31115,194.89374780470672,0.0,25.0,0.0,0.0,14.899431818181819,0.7142857142857143,0.0,20.754716981132077,195.0,PM2.5MO_SubIndex,PM2.5,Moderate
7136,Seattle 10th & Weller,2021-10-14 08:00:00,0.3664,21.9,,,4.0,,,,,50.0,147.0,,,2.7,2021-10-14,,140.66666666666666,,1.3313499999999998,194.87179487179486,0.0,16.666666666666668,0.0,0.0,15.12897727272727,0.0,20.660377358490564,0.0,195.0,PM2.5MO_SubIndex,PM2.5,Moderate
83255,Seattle Beacon Hill,2021-10-14 09:00:00,0.29469999999999996,,20.05,10.0,7.0,,98.0,0.5,,50.0,135.0,,,,2021-10-14,,140.45833333333334,,1.3474,194.76203020723568,0.0,29.166666666666668,0.0,0.0,15.311363636363636,0.7142857142857143,0.0,18.91509433962264,195.0,PM2.5MO_SubIndex,PM2.5,Moderate
7137,Seattle 10th & Weller,2021-10-14 09:00:00,0.2905,20.2,,,4.0,,,,,50.0,123.0,,,2.3,2021-10-14,,140.20833333333334,,1.3687125,194.63031260976467,0.0,16.666666666666668,0.0,0.0,15.553551136363636,0.0,19.056603773584904,0.0,195.0,PM2.5MO_SubIndex,PM2.5,Moderate
7115,Seattle 10th & Weller,2021-10-14 10:00:00,0.4823,21.0,,,3.0,,,,,52.0,105.0,,,1.7,2021-10-14,,140.375,,1.3915374999999999,194.71812434141202,0.0,12.5,0.0,0.0,15.812926136363634,0.0,19.81132075471698,0.0,195.0,PM2.5MO_SubIndex,PM2.5,Moderate
83233,Seattle Beacon Hill,2021-10-14 10:00:00,0.2554,,13.3,20.0,4.0,,96.0,0.5,,53.0,171.0,,,,2021-10-14,,140.58333333333334,,1.421,194.8278890059712,0.0,16.666666666666668,0.0,0.0,16.147727272727273,0.7142857142857143,0.0,12.547169811320755,195.0,PM2.5MO_SubIndex,PM2.5,Moderate
83234,Seattle Beacon Hill,2021-10-14 11:00:00,0.1646,,3.84,30.0,,,88.0,0.2,,55.0,184.0,,,,2021-10-14,,140.625,,1.4516499999999999,194.84984193888303,0.0,0.0,0.0,0.0,16.496022727272724,0.28571428571428575,0.0,3.6226415094339623,195.0,PM2.5MO_SubIndex,PM2.5,Moderate
7116,Seattle 10th & Weller,2021-10-14 11:00:00,0.4446,22.1,,,4.0,,,,,55.0,204.0,,,6.9,2021-10-14,,140.95833333333334,,1.4826625,195.02546540217773,0.0,16.666666666666668,0.0,0.0,16.8484375,0.0,20.849056603773587,0.0,195.0,PM2.5MO_SubIndex,PM2.5,Moderate
83235,Seattle Beacon Hill,2021-10-14 12:00:00,0.1485,,3.14,30.0,,,79.0,0.3,,58.0,189.0,,,,2021-10-14,,140.58333333333334,,1.4980125,194.8278890059712,0.0,0.0,0.0,0.0,17.02286931818182,0.42857142857142855,0.0,2.9622641509433962,195.0,PM2.5MO_SubIndex,PM2.5,Moderate
7117,Seattle 10th & Weller,2021-10-14 12:00:00,0.3342,16.1,,,2.0,,,,,57.0,201.0,,,9.3,2021-10-14,,140.45833333333334,,1.5245625,194.76203020723568,0.0,8.333333333333334,0.0,0.0,17.324573863636363,0.0,15.188679245283021,0.0,195.0,PM2.5MO_SubIndex,PM2.5,Moderate
7118,Seattle 10th & Weller,2021-10-14 13:00:00,0.38880000000000003,15.3,,,6.0,,,,,58.0,201.0,,,9.1,2021-10-14,,140.58333333333334,,1.5497375,194.8278890059712,0.0,25.0,0.0,0.0,17.610653409090908,0.0,14.433962264150944,0.0,195.0,PM2.5MO_SubIndex,PM2.5,Moderate
83236,Seattle Beacon Hill,2021-10-14 13:00:00,0.1646,,3.75,30.0,1.0,,76.0,0.3,,58.0,184.0,,,,2021-10-14,,140.875,,1.568375,194.98155953635404,0.0,4.166666666666667,0.0,0.0,17.822443181818183,0.42857142857142855,0.0,3.5377358490566038,195.0,PM2.5MO_SubIndex,PM2.5,Moderate
83237,Seattle Beacon Hill,2021-10-14 14:00:00,0.16319999999999998,,3.9,30.0,2.0,,73.0,0.3,,59.0,209.0,,,,2021-10-14,,141.125,,1.56925,195.11327713382508,0.0,8.333333333333334,0.0,0.0,17.832386363636363,0.42857142857142855,0.0,3.6792452830188678,195.0,PM2.5MO_SubIndex,PM2.5,Moderate
7119,Seattle 10th & Weller,2021-10-14 14:00:00,0.4244,14.7,,,5.0,,,,,60.0,202.0,,,9.8,2021-10-14,,141.04166666666666,,1.561525,195.0693712680014,0.0,20.833333333333336,0.0,0.0,17.744602272727274,0.0,13.867924528301886,0.0,195.0,PM2.5MO_SubIndex,PM2.5,Moderate
83238,Seattle Beacon Hill,2021-10-14 15:00:00,0.1978,,6.15,30.0,1.0,,82.0,0.2,,56.0,200.0,,,,2021-10-14,,141.125,,1.5520625,195.11327713382508,0.0,4.166666666666667,0.0,0.0,17.637073863636363,0.28571428571428575,0.0,5.801886792452831,195.0,PM2.5MO_SubIndex,PM2.5,Moderate
7120,Seattle 10th & Weller,2021-10-14 15:00:00,0.36910000000000004,16.4,,,3.0,,,,,58.0,205.0,,,8.9,2021-10-14,,141.54166666666666,,1.5431,195.33280646294344,0.0,12.5,0.0,0.0,17.535227272727273,0.0,15.471698113207546,0.0,195.0,PM2.5MO_SubIndex,PM2.5,Moderate
7121,Seattle 10th & Weller,2021-10-14 16:00:00,0.42260000000000003,19.4,,,6.0,,,,,57.0,204.0,,,6.6,2021-10-14,,141.83333333333334,,1.52405,195.4864769933263,0.0,25.0,0.0,0.0,17.318749999999998,0.0,18.30188679245283,0.0,195.0,PM2.5MO_SubIndex,PM2.5,Moderate
83239,Seattle Beacon Hill,2021-10-14 16:00:00,0.2055,,7.5,30.0,7.0,,89.0,0.2,,55.0,174.0,,,,2021-10-14,,143.0,,1.519425,196.10115911485775,0.0,29.166666666666668,0.0,0.0,17.26619318181818,0.28571428571428575,0.0,7.0754716981132075,196.0,PM2.5MO_SubIndex,PM2.5,Moderate
83240,Seattle Beacon Hill,2021-10-14 17:00:00,0.2092,,7.89,20.0,6.0,,89.0,0.3,,55.0,162.0,,,,2021-10-14,,144.54166666666666,,1.5220500000000001,196.91341763259572,0.0,25.0,0.0,0.0,17.296022727272728,0.42857142857142855,0.0,7.443396226415095,197.0,PM2.5MO_SubIndex,PM2.5,Moderate
7122,Seattle 10th & Weller,2021-10-14 17:00:00,0.37789999999999996,18.3,,,5.0,,,,,56.0,186.0,,,6.4,2021-10-14,,145.66666666666666,,1.524875,197.5061468212153,0.0,20.833333333333336,0.0,0.0,17.328125,0.0,17.264150943396228,0.0,198.0,PM2.5MO_SubIndex,PM2.5,Moderate
83241,Seattle Beacon Hill,2021-10-14 18:00:00,0.1988,,9.68,20.0,4.0,,93.0,0.3,,54.0,157.0,,,,2021-10-14,,147.20833333333334,,1.5374125,198.31840533895328,0.0,16.666666666666668,0.0,0.0,17.470596590909093,0.42857142857142855,0.0,9.132075471698114,198.0,PM2.5MO_SubIndex,PM2.5,Moderate
7123,Seattle 10th & Weller,2021-10-14 18:00:00,0.3966,16.9,,,6.0,,,,,55.0,178.0,,,6.0,2021-10-14,,148.91666666666666,,1.5375125,199.2184755883386,0.0,25.0,0.0,0.0,17.471732954545455,0.0,15.943396226415093,0.0,199.0,PM2.5MO_SubIndex,PM2.5,Moderate
83242,Seattle Beacon Hill,2021-10-14 19:00:00,0.22069999999999998,,13.43,20.0,3.0,,95.0,0.3,,54.0,158.0,,,,2021-10-14,,150.58333333333334,,1.536125,200.08341675008342,0.0,12.5,0.0,0.0,17.455965909090907,0.42857142857142855,0.0,12.669811320754716,200.0,PM2.5MO_SubIndex,PM2.5,Moderate
7124,Seattle 10th & Weller,2021-10-14 19:00:00,0.3247,15.8,,,4.0,,,,,54.0,179.0,,,7.5,2021-10-14,,151.58333333333334,,1.5304000000000002,201.08441775108443,0.0,16.666666666666668,0.0,0.0,17.390909090909094,0.0,14.905660377358492,0.0,201.0,PM2.5MO_SubIndex,PM2.5,Poor
7126,Seattle 10th & Weller,2021-10-14 20:00:00,0.37260000000000004,13.2,,,5.0,,,,,54.0,188.0,,,8.1,2021-10-14,,152.70833333333334,,1.5357750000000001,202.21054387721054,0.0,20.833333333333336,0.0,0.0,17.451988636363637,0.0,12.452830188679245,0.0,202.0,PM2.5MO_SubIndex,PM2.5,Poor
83244,Seattle Beacon Hill,2021-10-14 20:00:00,0.2025,,10.81,20.0,4.0,,95.0,0.4,,54.0,172.0,,,,2021-10-14,,154.125,,1.5214125,203.62862862862863,0.0,16.666666666666668,0.0,0.0,17.28877840909091,0.5714285714285715,0.0,10.19811320754717,204.0,PM2.5MO_SubIndex,PM2.5,Poor
7127,Seattle 10th & Weller,2021-10-14 21:00:00,0.2884,11.3,,,6.0,,,,,54.0,194.0,,,8.5,2021-10-14,,155.20833333333334,,1.4956625000000001,204.71304637971306,0.0,25.0,0.0,0.0,16.996164772727273,0.0,10.660377358490567,0.0,205.0,PM2.5MO_SubIndex,PM2.5,Poor
83245,Seattle Beacon Hill,2021-10-14 21:00:00,,,8.1,20.0,4.0,,94.0,0.3,,54.0,167.0,,,,2021-10-14,,156.5,,1.4684375,206.006006006006,0.0,16.666666666666668,0.0,0.0,16.686789772727273,0.42857142857142855,0.0,7.641509433962264,206.0,PM2.5MO_SubIndex,PM2.5,Poor
7128,Seattle 10th & Weller,2021-10-14 22:00:00,0.24480000000000002,11.2,,,6.0,,,,,54.0,183.0,,,6.4,2021-10-14,,157.66666666666666,,1.4412625,207.17384050717382,0.0,25.0,0.0,0.0,16.377982954545452,0.0,10.566037735849056,0.0,207.0,PM2.5MO_SubIndex,PM2.5,Poor
83246,Seattle Beacon Hill,2021-10-14 22:00:00,0.1961,,12.06,20.0,2.0,,94.0,,,53.0,155.0,,,,2021-10-14,,159.29166666666666,,1.453925,208.80046713380045,0.0,8.333333333333334,0.0,0.0,16.521874999999998,0.0,0.0,11.377358490566039,209.0,PM2.5MO_SubIndex,PM2.5,Poor
7129,Seattle 10th & Weller,2021-10-14 23:00:00,0.32939999999999997,12.1,,,4.0,,,,,54.0,174.0,,,4.1,2021-10-14,,161.41666666666666,,1.4890500000000002,210.92759426092758,0.0,16.666666666666668,0.0,0.0,16.921022727272728,0.0,11.415094339622641,0.0,211.0,PM2.5MO_SubIndex,PM2.5,Poor
83247,Seattle Beacon Hill,2021-10-14 23:00:00,0.19469999999999998,,9.73,20.0,5.0,,95.0,,,53.0,140.0,,,,2021-10-14,,163.08333333333334,,1.5221125,212.59592926259594,0.0,20.833333333333336,0.0,0.0,17.296732954545455,0.0,0.0,9.179245283018869,213.0,PM2.5MO_SubIndex,PM2.5,Poor
7330,Seattle 10th & Weller,2021-10-15 00:00:00,0.229,8.1,,,4.0,,,,,53.0,122.0,,,3.0,2021-10-15,,164.91666666666666,,1.5146125000000001,214.4310977644311,0.0,16.666666666666668,0.0,0.0,17.21150568181818,0.0,7.641509433962264,0.0,214.0,PM2.5MO_SubIndex,PM2.5,Poor
83492,Seattle Beacon Hill,2021-10-15 00:00:00,0.209,,9.28,20.0,10.0,,96.0,0.2,,53.0,127.0,,,,2021-10-15,,166.45833333333334,,1.52115,215.9743076409743,0.0,41.66666666666667,0.0,0.0,17.285795454545454,0.28571428571428575,0.0,8.754716981132075,216.0,PM2.5MO_SubIndex,PM2.5,Poor
7341,Seattle 10th & Weller,2021-10-15 01:00:00,,,,,7.0,,,,,53.0,141.0,,,3.0,2021-10-15,,167.625,,1.5426875,217.14214214214215,0.0,29.166666666666668,0.0,0.0,17.530539772727273,0.0,0.0,0.0,217.0,PM2.5MO_SubIndex,PM2.5,Poor
83503,Seattle Beacon Hill,2021-10-15 01:00:00,0.1936,,9.21,20.0,8.0,,95.0,0.3,,53.0,135.0,,,,2021-10-15,,168.91666666666666,,1.5818124999999998,218.4351017684351,0.0,33.333333333333336,0.0,0.0,17.975142045454543,0.42857142857142855,0.0,8.68867924528302,218.0,PM2.5MO_SubIndex,PM2.5,Poor
7346,Seattle 10th & Weller,2021-10-15 02:00:00,0.26689999999999997,7.6,,,5.0,,,,,52.0,178.0,,,5.2,2021-10-15,,169.66666666666666,,1.6123750000000001,219.18585251918583,0.0,20.833333333333336,0.0,0.0,18.322443181818183,0.0,7.169811320754717,0.0,219.0,PM2.5MO_SubIndex,PM2.5,Poor
83508,Seattle Beacon Hill,2021-10-15 02:00:00,0.1757,,8.35,20.0,5.0,,96.0,0.2,,52.0,146.0,,,,2021-10-15,,171.16666666666666,,1.62115,220.68735402068734,0.0,20.833333333333336,0.0,0.0,18.42215909090909,0.28571428571428575,0.0,7.877358490566038,221.0,PM2.5MO_SubIndex,PM2.5,Poor
83509,Seattle Beacon Hill,2021-10-15 03:00:00,0.1749,,,20.0,3.0,,98.0,0.3,,52.0,142.0,,,,2021-10-15,,172.54166666666666,,1.6080125,222.06373039706372,0.0,12.5,0.0,0.0,18.27286931818182,0.42857142857142855,0.0,0.0,222.0,PM2.5MO_SubIndex,PM2.5,Poor
7347,Seattle 10th & Weller,2021-10-15 03:00:00,0.2434,9.3,,,2.0,,,,,53.0,155.0,,,4.4,2021-10-15,,173.91666666666666,,1.6033625,223.4401067734401,0.0,8.333333333333334,0.0,0.0,18.220028409090908,0.0,8.773584905660378,0.0,223.0,PM2.5MO_SubIndex,PM2.5,Poor
7348,Seattle 10th & Weller,2021-10-15 04:00:00,0.3354,12.1,,,4.0,,,,,53.0,153.0,,,4.5,2021-10-15,,176.125,,1.6341125,225.65065065065065,0.0,16.666666666666668,0.0,0.0,18.569460227272728,0.0,11.415094339622641,0.0,226.0,PM2.5MO_SubIndex,PM2.5,Poor
83510,Seattle Beacon Hill,2021-10-15 04:00:00,0.1956,,,20.0,2.0,,98.0,0.3,,53.0,146.0,,,,2021-10-15,,177.20833333333334,,1.65505,226.73506840173508,0.0,8.333333333333334,0.0,0.0,18.80738636363636,0.42857142857142855,0.0,0.0,227.0,PM2.5MO_SubIndex,PM2.5,Poor
7349,Seattle 10th & Weller,2021-10-15 05:00:00,0.4135,21.6,,,5.0,,,,,54.0,182.0,,,6.7,2021-10-15,,177.83333333333334,,1.6656125,227.3606940273607,0.0,20.833333333333336,0.0,0.0,18.92741477272727,0.0,20.37735849056604,0.0,227.0,PM2.5MO_SubIndex,PM2.5,Poor
83511,Seattle Beacon Hill,2021-10-15 05:00:00,0.2011,,15.02,10.0,5.0,,95.0,0.3,,53.0,151.0,,,,2021-10-15,,178.08333333333334,,1.647725,227.61094427761094,0.0,20.833333333333336,0.0,0.0,18.72414772727273,0.42857142857142855,0.0,14.169811320754716,228.0,PM2.5MO_SubIndex,PM2.5,Poor
83512,Seattle Beacon Hill,2021-10-15 06:00:00,0.219,,14.57,20.0,5.0,,93.0,0.3,,53.0,144.0,,,,2021-10-15,,177.875,,1.6429,227.4024024024024,0.0,20.833333333333336,0.0,0.0,18.66931818181818,0.42857142857142855,0.0,13.745283018867925,227.0,PM2.5MO_SubIndex,PM2.5,Poor
7350,Seattle 10th & Weller,2021-10-15 06:00:00,0.36769999999999997,19.5,,,3.0,,,,,54.0,163.0,,,4.7,2021-10-15,,177.95833333333334,,1.6354374999999999,227.48581915248582,0.0,12.5,0.0,0.0,18.584517045454543,0.0,18.39622641509434,0.0,227.0,PM2.5MO_SubIndex,PM2.5,Poor
7351,Seattle 10th & Weller,2021-10-15 07:00:00,0.38139999999999996,19.7,,,4.0,,,,,55.0,164.0,,,4.8,2021-10-15,,178.16666666666666,,1.6090625,227.69436102769436,0.0,16.666666666666668,0.0,0.0,18.284801136363637,0.0,18.58490566037736,0.0,228.0,PM2.5MO_SubIndex,PM2.5,Poor
83513,Seattle Beacon Hill,2021-10-15 07:00:00,0.2435,,19.74,10.0,2.0,,91.0,0.4,,54.0,140.0,,,,2021-10-15,,178.79166666666666,,1.576975,228.31998665331997,0.0,8.333333333333334,0.0,0.0,17.920170454545453,0.5714285714285715,0.0,18.62264150943396,228.0,PM2.5MO_SubIndex,PM2.5,Poor
83514,Seattle Beacon Hill,2021-10-15 08:00:00,0.2509,,21.24,10.0,3.0,,88.0,0.5,,55.0,152.0,,,,2021-10-15,,179.16666666666666,,1.5428,228.69536202869534,0.0,12.5,0.0,0.0,17.53181818181818,0.7142857142857143,0.0,20.037735849056602,229.0,PM2.5MO_SubIndex,PM2.5,Poor
7352,Seattle 10th & Weller,2021-10-15 08:00:00,0.4096,23.6,,,8.0,,,,,55.0,173.0,,,6.3,2021-10-15,,179.29166666666666,,1.51375,228.82048715382047,0.0,33.333333333333336,0.0,0.0,17.201704545454543,0.0,22.264150943396228,0.0,229.0,PM2.5MO_SubIndex,PM2.5,Poor
7353,Seattle 10th & Weller,2021-10-15 09:00:00,0.42960000000000004,24.2,,,6.0,,,,,56.0,183.0,,,7.2,2021-10-15,,180.16666666666666,,1.4960375000000001,229.69636302969636,0.0,25.0,0.0,0.0,17.000426136363636,0.0,22.830188679245282,0.0,230.0,PM2.5MO_SubIndex,PM2.5,Poor
83515,Seattle Beacon Hill,2021-10-15 09:00:00,0.2304,,16.91,20.0,5.0,,85.0,0.5,,55.0,168.0,,,,2021-10-15,,181.0,,1.498025,230.53053053053054,0.0,20.833333333333336,0.0,0.0,17.023011363636364,0.7142857142857143,0.0,15.952830188679245,231.0,PM2.5MO_SubIndex,PM2.5,Poor
7331,Seattle 10th & Weller,2021-10-15 10:00:00,0.4945,26.5,,,6.0,,,,,57.0,193.0,,,7.7,2021-10-15,,182.33333333333334,,1.5173125,231.8651985318652,0.0,25.0,0.0,0.0,17.2421875,0.0,25.0,0.0,232.0,PM2.5MO_SubIndex,PM2.5,Poor
83493,Seattle Beacon Hill,2021-10-15 10:00:00,0.2317,,17.59,20.0,4.0,,82.0,0.5,,56.0,164.0,,,,2021-10-15,,183.58333333333334,,1.5445000000000002,233.11644978311645,0.0,16.666666666666668,0.0,0.0,17.551136363636367,0.7142857142857143,0.0,16.59433962264151,233.0,PM2.5MO_SubIndex,PM2.5,Poor
7332,Seattle 10th & Weller,2021-10-15 11:00:00,0.5142,24.8,,,9.0,,,,,58.0,192.0,,,7.1,2021-10-15,,184.0,,1.5789499999999999,233.53353353353353,0.0,37.5,0.0,0.0,17.942613636363635,0.0,23.39622641509434,0.0,234.0,PM2.5MO_SubIndex,PM2.5,Poor
83494,Seattle Beacon Hill,2021-10-15 11:00:00,0.2313,,16.87,20.0,2.0,,80.0,0.5,,57.0,166.0,,,,2021-10-15,,184.375,,1.6067500000000001,233.9089089089089,0.0,8.333333333333334,0.0,0.0,18.258522727272727,0.7142857142857143,0.0,15.915094339622643,234.0,PM2.5MO_SubIndex,PM2.5,Poor
83495,Seattle Beacon Hill,2021-10-15 12:00:00,0.164,,6.39,30.0,2.0,,76.0,0.3,,58.0,176.0,,,,2021-10-15,,185.0,,1.6382375,234.53453453453454,0.0,8.333333333333334,0.0,0.0,18.616335227272728,0.42857142857142855,0.0,6.028301886792453,235.0,PM2.5MO_SubIndex,PM2.5,Poor
7333,Seattle 10th & Weller,2021-10-15 12:00:00,0.6222000000000001,20.6,,,9.0,,,,,59.0,194.0,,,6.6,2021-10-15,,185.125,,1.6706874999999999,234.65965965965967,0.0,37.5,0.0,0.0,18.985085227272727,0.0,19.433962264150946,0.0,235.0,PM2.5MO_SubIndex,PM2.5,Poor
